Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price,Price_Hashed,Price_Encripted,RAM_Size_Encrypted
Dell,2.3379931041147524,16,1000,14.353883804598643,2.665345934576956,32114.82080257049,ed452aaa31a310735f7ffcd56cb9248651bd8acbd6c69fb96fafc6953236dd84,gAAAAABn3ZtIp-dhrNSSqIIivPlKehnmI-ho_t-b76erE7jG90dqzFVSvaSSzb1ylb-bKxgJ-9ddMZY0f4zPdFV45EB1YCLVGU2bMzYE7h5qoHr-YalkxDk=,gAAAAABn3ZtIZsmWRgxF1wvrYgqHEY1ggMOH0wEngyC9asJmBaNqCGGoDaUAFSAlADq_qoVF3aWaIWdvs9VhCQniisQTMwXikg==
Dell,3.5071336214950284,16,256,14.006527281573184,2.9526637396085054,9929.514355970863,dec7b1d514c07bbe63b2c519099c481a97e24d85c32cac666b144707e78c6661,gAAAAABn3ZtIlyvfSTh3EU_VrqIWgixIKB81RZUVqs0t7Wk5qpIdJ6CIUtPymXsQ1v5uftE-UhhDvFSxPSN__7ITmFzfnfQscAXv4eb30QHKjcbqfsJpvpk=,gAAAAABn3ZtIqICyxmvOiTim-pcFeoDXTMKQfUGHdTWRbJSEfpV-m9_SljTLV_yPxYWA6fOcf-a224TllXw6hFS6TljlAhZKJw==
Lenovo,1.511580057511507,8,1000,15.237159097780152,2.7781652022295886,31623.8142296768,2d27e50e39363c6a49605a4ec8e9d736b62c064415b155412dbae2d4829a72c0,gAAAAABn3ZtIKbHVgs-m1yFtQ2nmwS1PIVrCZ8m0QFaNjVfmJBcDSNhL8PgRH1bG5AvS-bFiBsZCFHWSEPrVazs9EsBq8ycGAxR9fupcFucMowuUGotfI4c=,gAAAAABn3ZtIxnvhGSADgn_CcuGd617XV-jhsZjplHVLJEem8fdl-iUmHi22qE9ZVAL9DbY0mBbR20I1eybD-0MeS7H0mzY8ZA==
Lenovo,2.3337479292278607,4,256,14.205743311362054,2.2627738922178398,9264.933977469056,652e45cefdf8571ad409a4c6e3cc79d84c9ebed27f369f963f0cc0107f8f9d21,gAAAAABn3ZtIN4xgxnulIElaC_VZuwzjY3Oj_TZhGQwLYhYxVEwwKe5truIQu66-uulKTkGExwNPmZSzbsLCSumgAQZeULVMrjLcW4gug7F5y9iWbHB3jXM=,gAAAAABn3ZtIm0GmZM3khFfb3l-KEI0xD2B_T-h61dT8kwoyPOlMG0_AW9ilJ4WQxxNJvWGqkLtQNhCJTZJAPPoww1_1XLoXYw==
HP,2.4954217339773583,4,1000,14.244407402798624,2.2697487345791068,31549.79984535232,0255d396cd032c9138f6ffd46972885178db193b25a91312565920c91edb9178,gAAAAABn3ZtI95XEAf2s5fWVK3vw1w4rVeHCPJ6cymmO0ZH1b2owA9XbSIRJ-ix3NIOMCWeeL5laU8nNcpxMiT-0LBENdJ8nmyLRdvXGygey8uA2xc5CwEk=,gAAAAABn3ZtIMv_kFQS5RmKIyDjW_LFOyTejZEmzOp2BiLJxMM0di0GbsLAyKTR0h7Hyl47Y7LK2JVonEt_F4mOhwV8FlpdKrA==
Asus,2.843489007344808,8,512,13.577575661456388,2.5797482457025045,16729.550875026107,625987ba72165c964b59d7fabea4812c983696715f9e3203415281c66406fb89,gAAAAABn3ZtINZkzTLMDPF1iiN6Dt89WewXptIceoGEA5VT3szNVYfktZmuSVs94u46bzXNnNTvjPHJwpa3Zc1oG0GYTg-vGzMwYb1-MILdAQtI02wSTzxc=,gAAAAABn3ZtIDQzj3_gB-YWIc5THdOAmdzuQkDNhys5U4K_969-HtLheTT_YNldSXjt86slJwJvn5QmKf6bOaW3-t0yeW7gSaA==
Asus,3.799639041031901,8,1000,12.853006544044046,2.151677563878617,31747.60460557713,12b6528f5ac80e5cb439f9a807d261eccd39a7607f80dc1a47c4405a8bd1d483,gAAAAABn3ZtIN6OJNO60DZdYjCZRRRIEgqn7y_Wut-2DMiJ7x-qo8lAb8H3VaUO3HUOBEFFpqkAh9Y8I3TZltuMVBJ7zLGG_U93X0nAhB5GERVDoImrwmSA=,gAAAAABn3ZtIgCB1YzyVDnmR1yBOvFG9Fk60M_gPfJ-6M5UahUsHeLDprCGk8fowPBUJ_vbwWz0DkCjEkDtAknf5JaW4VUFRgQ==
Lenovo,2.3658649859149032,32,1000,13.893586167513153,3.8793710590307815,32817.51657673146,d6ebcbe3ebd36677116c133cb727bdc1c09dd31c53dc2a141ea19ae7e9cbd715,gAAAAABn3ZtI0b-1O2BlUKP3ODf7l-QhQuADu_EQl7zTv6RNdIMq1PH_0X15I05WGLKDptk5mytG76pyQBC5VADt3wLPuRxFbTjfFNx401MPRUEkV1-24g4=,gAAAAABn3ZtIW7ZJCXa3mlReD9mvCBSp-aJ1offnvkoj9IR7RzAz-Q74KehSvFuyRnnHLoQH2EnL6WhGas827qRHh2aoLc3A3Q==
Asus,2.367383004740569,32,256,11.710954152610404,2.8619801495267057,10605.76645913327,e768cdc66143f7c83c77a097084ad0d2bf67098c9a661a45762b7ede4fa7d454,gAAAAABn3ZtIfpqiTmBmInlo-8Vc0hmbBt3Zn2SPbiQx-dulc2eO-VoLvbGFUCj4P2SMTnKz-gsRClMzg_Zm9pW3vSSZz4AEX_RyK_9klKiFNAvBuIV-g3c=,gAAAAABn3ZtIBE1GlBDXHoeHEtsNyUCEcQQChB4q8q1Q9p7p55u6pnbg7mhFzQK_atOs5Psxvlt1IibZUbo4qUimKqQ11nsvOA==
Asus,3.343753120274371,32,1000,16.769080033898508,2.839237903307213,32810.02391415497,412ffd74cb04923222c33671aac8652a9aa5789d35a3bf2dcb0107494bb4b3d4,gAAAAABn3ZtIPiOgCM4YaZbRNWkI2SHoyciWXdgTjVTMiEZXLpUS3hQlAhn8iOyY9sN63mNc86WLpQVtnSzN9PXFC183PCYvfTUQTHoDLUhM6mdPQ6GQZek=,gAAAAABn3ZtIeOH0VScrPAB6UmTnoBplq_d7rhZL_3uQNSL6xfgA8BaQG0DMhKneWs-lkMqVmVrRVqwauZywJur7AyDTqoX-Ug==
Dell,2.630544852224518,8,512,15.286464581759589,2.9959948827132954,17059.609275297906,0bfcb30df696e40089e724d7d8447b405163b82f2a609ad12db0214db50ead94,gAAAAABn3ZtIijFj39ZEdjPSuKgSmLOM1na_j-iHTJ_aU8ELGk4rz01QgBPMlsQZ7YqPNa__eHXbVWR7FyyAxlOoxl2zzjWOrD4tUBdslZApOPg48PqS6O4=,gAAAAABn3ZtIZFcVarHc0wPMQEprflGoi3cP7SOjAx_v3USQ1QBS2wcJHnSg3Ed8t_Zr2oLxaLBqW06PNp9O8ct1kYy49FKEvw==
Lenovo,2.061512057349955,8,256,16.71480270012708,3.988388822629165,8973.58968596835,4c2d77ffc3a39a47bc67ccbda5d2f30293c0401cbf87baa33e66a067c594150c,gAAAAABn3ZtILv06duVc4Y4hoaslPn39T5A89h8D5TqJqSuv6pY0yXhHcdTy_KVznzvr4pk-nO4Qv4dreN4Sp7TwLX5817uhL0oU4OKKGZCtIh_9OzWPFuc=,gAAAAABn3ZtIVihe5v7S5txmQ1Z6WMwlb3_ntUWOjAlxIyP3bVzPsCdyDrrZ-Z7xJLyODkhnr5LionGKp2skQMFgpQk4HtHfrQ==
Acer,2.6310987903317336,16,256,12.36036429397978,4.611901644450471,9912.491624645294,20da83692f8fd2b7941383ca2b0706a7f29b84b742b5c4480f43bce03aab1f11,gAAAAABn3ZtIJCyHr7KyHP77ZOnOkbfuM20fO1tRJIBD6Ky5jLm3Ig5ygp4yN9qD_ouvxZiVW07vHXyyjYfFWLDvAI1-ngQ21lkAzJw0auShW_vWXxOQmdM=,gAAAAABn3ZtIvA4gg1y_hm7lz_KvqOy9L3Xbqv9kbzzYpy3r6D_x2ZpT57GvZ27r7I0Q2tXecn-KpnJa8_0tyYD-i-EWNBSfrA==
Lenovo,1.8521425509494995,32,1000,16.276046121059167,4.277260797666916,32801.64628030737,a166ef232bb8fe9b718ec02934b7ae843c9a54f0cb3e780d0ec0c7343dcbe94a,gAAAAABn3ZtIzt_WmBJuxxkuZaa3IVvPJ0-baYk8wp4eCRFkCoD15pkMJrjbK30CzhI8peaCCitMdXqm1EOHRHF6-Uo0rtAtX1RFZHmhqEY_EiXBIpOCtKU=,gAAAAABn3ZtIZLQq5-rq00VB5VdjjNI4NLGheSaxVspjTdNtJXFmVDrNT8R08SrUB4NAvyCeFWVWuCB9uYQvcwV3cSRt7wTAvA==
Acer,1.9409674662655585,32,256,15.852739907381231,4.182587690675285,10174.195207302795,dad529924f59169af1353c38bc3b3c6fbfea4f6a096a4afad994cb8d54caddd1,gAAAAABn3ZtICaM_ngIZ_D19TQYz_hzgsw0oPCcYdCKJimTQ_mgUCTY_CL5yJyxfy8IM7MPuTBpNoKaUKOhqFJAH0edbSST6PteeDFQqtcBFYMuipv0V3sA=,gAAAAABn3ZtI3kufZI8MRtr-Ldk4yQeC6BfN4GKHi8uyLv2e6aZm5C6ArlydQCKMEW0Rgs2KfS9ajxWbkS-uDI4mmh2GsSVZRQ==
Dell,2.7459194318486992,32,256,15.06291447474604,3.453173556802548,10325.364732735776,36a79cb64e6a556c7fe1f8828546a70ff50654e5fce7963737899e33ebbf95e0,gAAAAABn3ZtIugyBvjERj8dryLthFwN2zX45SKz7ikB0wrNMOIVrmLfrvEfQ58PRNjss-rthZOOK1WJnxBnwWMSVCf-1qvveHj-M5RPro6NM5WGtlvENlIc=,gAAAAABn3ZtIX8YyNpWi4CaRfmpO-IQyIhU8-TBUWPXTeK0GFS2T47ng2BZ_5AtF6hh7WqY43-dDtzKqgFku2-98iIFtszp5mw==
HP,2.5473136237613696,4,256,14.750175116511237,4.081416670902235,9221.138434690329,5117640f2a737f124847e18d716399a1cb47082b202aefa3c3290f0185efb0cf,gAAAAABn3ZtI1OIcSxE8ux8v5beRao6iJ305AcbCc5sVu8oO9wSukKdL49ZIsgwzvAlSFGV3-czyKDSM9u1jOevJ6lsTVvVq-tDk69dcMP_gyDxhpz4hMSU=,gAAAAABn3ZtI76KKi_7rWksG-yYNs3Xxp-dH5FTdltQC_HI_mGnjpnXe2iF6Xqss680Do2mHieQCzzYEJheFWdYTnqQe8dv8IA==
Asus,3.78711475267025,16,256,12.89929799160722,3.658287104100749,10233.785822237818,4495eba2f9fb5bfa52d53962e6cfad51673111e4f0716b8383fa1e7c98d22c1c,gAAAAABn3ZtI-lCTOTax3T01joAUovfY6dG4fCHAsX3QWkhWOs8dWZNiaLbpWUnaEZLJFRpA8YUcFx3jR7FZ-C9M9VLRmDEj4oMbvvZcWv9b3cvi8po38Dw=,gAAAAABn3ZtIHRejRoGAkVEK8wlHgH62pO_EjWk1wWo0H0HTxUIHOr9YnHRr7uk6fzt43XQylLyVmLEv9GBZFgBGSmyK_IYSHw==
Dell,2.4059847477915826,32,256,15.898464709790185,2.648751584559587,10333.321560418655,2cf58ce9b5f77c5d5bfaacd02ba1249785d6a4776bdddcfdff334675f38b2e12,gAAAAABn3ZtIeI1WG59Apja7x3mpRD5CI69WjvwcdmvkOZ_2osObsop5BzuY7BpPH7CtxatJgzbqcqM-SC2MCw2KkkwC-JWuVfa8fbJcZq3EXOnrHlgqDRo=,gAAAAABn3ZtI6i-dDVHLjV-RIEQ78yJgJLZnOSrxJ-aNuQ5PTTNj2kGaBhqm7JkhiG1zT_Q_qxYbPzZ6s1ZiuSgV604lpxJOfg==
Asus,2.951470875695109,32,256,14.009092768878403,2.625765103223152,10781.539201207572,b3aacc196fca93e062f2e212b276e7c3f8177e2a6435b41dd439248a8e37deb7,gAAAAABn3ZtI36vXicuGVHaIQgTh_443UHXPpkop5zWsCoLEf1avifuggAJZOegZBpjtXsqPRjJQeqlvf5np1n8_ksdaH6iApwljheurKMHO1gOBAxtlruA=,gAAAAABn3ZtIdADbEczvBf68JlvC0jl3u1glub7TV5sc2ADh7Bfhw7d9WN_IgkQoO8Ak-fxSa4nAF-pbtRLWrxjhpPKvZiiQGg==
HP,3.080660719798826,32,512,11.425349455347712,2.8891760206258503,18167.2998292549,c9d5ca3808062fe1a2d129d9d871dcee74ace265c16d50473804763adee3cfc4,gAAAAABn3ZtIPBQGnN0nLYOeaMae1LlzNLdlWsr_qT9CFxMgd8aqUdipEEBZPeB4z_JtuWC18cnI59Tr87bDZDFXP5Y_wzeqDRVcjA9J_--H0Ec8eg5KoRE=,gAAAAABn3ZtIPLdrmZmB2lvfSGCbQm9F8w1w90wguGEpBwEtfdM4jEN32Bi0ZrYKKMGFNComWNRJPTLhssDipPr9MspdWeVyHA==
HP,1.532736141470834,4,1000,12.87717896513078,4.73240801290944,31381.405548006263,87738d99784dd64fde186fbaac9e867337bc1351a39704e236786aa4ebc8e70a,gAAAAABn3ZtI08rzDgokpT_nAyZ-6wijCpf7qQ3-VRwCAHCxLaE73Jm7h3ei5rGGzpicSqYTTnXsQRHtdV45UTgBPc-vWj_oEt9d2QM99PXzI2R8QV1oBF4=,gAAAAABn3ZtI-MNsz3TEYSxB3hXKnAAIY9J821bV543ilAxaf8IvBiY-lZILmPTx_FrI5HTp_3JlkFRV2QEjs1L-EPlA4JtZSg==
Dell,3.1588434300417765,4,512,16.611782591271965,3.642244521139178,17124.220074695466,e70393ae6553a7fcf02989c9245cad822883813eabeb61680087b7281388c076,gAAAAABn3ZtIgcEBdXzupAo1V5TuECkfHX1ADZgXOrsOE9i5ik459Z-qBJiDwgxS72y-XWXxFQcmfPoW0R1MRzB_mAWDeWa1bkyw14R5P0RSmdtOtRk09hU=,gAAAAABn3ZtILhqauTxI9_sLWFvHiTsJn041PKHLJfGgjAQpuVzAk_7SvW5qLvflfX4xD_pXw0ijbbJyAjNdcCb9PYvlNh7zNA==
